,標題,時間,作者,內文,留言作者,留言
47,[分享] 有感覺樂團 - 有感覺,Fri Feb 23 02:40:27 2018,adiharu (艾迪哈魯),"

連結 : https://youtu.be/COEbadpDIyU

歌名 : 有感覺

詞:蔡婉怡/陳怡安
曲:蔡婉怡

歌詞

徘徊在這陌生的熟悉
尋找一個微笑互相貼近
拿著一把木吉他
輕刷和弦的神情
音樂悄悄讓我們彼此靠近

微風輕輕吹過了草地
聽見蒲公英飄落的聲音
搖搖晃晃的小花
聽著屬於我們的樂曲
哼起了很有感覺的旋律



讓我感覺你 彈出跳動的節奏
簡單的旋律 串聯了你和我 你說
牽起夢想的手 寫下最單純的感動

讓我感覺你 唱出遼闊的天空
走過了回憶 還需要怕什麼
回頭 記憶成了河流
日日夜夜我不再孤單失落

微風輕輕吹過了草地
聽見蒲公英飄落的聲音
搖搖晃晃的小花
聽著屬於我們的樂曲
哼起了很有感覺的旋律

讓我感覺你 彈出跳動的節奏
簡單的旋律 串聯了你和我 你說
牽起夢想的手 寫下最單純的感動

讓我感覺你 唱出遼闊的天空
走過了回憶 還需要怕什麼
回頭 記憶成了河流
日日夜夜我不再孤單失落

讓我感覺你 彈出跳動的節奏
簡單的旋律 串聯了你和我 你說
牽起夢想的手 寫下最單純的感動

讓我感覺你 唱出遼闊的天空
走過了回憶 還需要怕什麼
回頭 記憶成了河流
日日夜夜我不再孤單失落 （不再寂寞）



有感覺的 節奏
串聯了你和我
你說 想寫下 最單純的感動
牽起夢想的手 日日夜夜我不再孤單失落



=========================



從流行歌的cover認識的兩人
很愛安安(主key)的轉音
和肥肥(合音、吉他)的編曲
無論改編或創作都有濃濃的個人風格
溫柔 療癒 滿滿的故事感
一直還無緣聽到現場
希望忙完前陣子的音樂劇有機會辦專場

--
","['tony900845', 'adiharu', 'adiharu', 'adiharu', 'eric1788995', 'LennyWang', 'adiharu']","[': 我也追好久了+1', ': !!有聽音樂劇嗎', ': 我聽的是第二場', ': 幾乎沒聽到安安的聲音; (', ': 推高中學姐的團！', ': 聽說她們在籌備新作品了 :)', ': 新作品~期待']"
48,[交易] 顯然樂隊 我最討厭搖滾樂 台中場,Fri Feb 23 11:31:38 2018,oray914 (oray),"
1.買/賣/換：賣


2.交易項目：雙人套票 450元 一張


3.交易價格：450元


4.交易時間：站內信


5.交易地點：站內信


6.備註：

小弟原本買雙人套票 但朋友後來無法去因此出售

如果有興趣但還沒下手的人可以考慮一下

演唱會的時間是3/4(日) 20:00 在台中Legacy

然後會和老王樂隊一起演出

希望有還沒下手的版友可以幫幫小弟我

畢竟還可以省一咪咪手續費> <

--
","['Yanagi5566', 'john0liang']","[': 推~ 台中見!!', ': 幫推！我買好票了。']"
49,[徵求] Triple Deer 成為鯨魚,Fri Feb 23 23:01:02 2018,juliana1222 (julianalee),"
1.徵求內容：Triple Deer 成為鯨魚單曲


2.時間：不限


3.地點：不限（可郵寄、高雄面交）


4.備註：如題，有意出售者請來信報價，謝謝！！

--
",[],[]
50,[徵求] 熊寶貝樂團補完計劃,Sat Feb 24 10:33:53 2018,daydreamer18 (selFISH),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
-------------------------以上文字可用ctrl+y刪除---------------------------


1.徵求內容：
熊寶貝補完計劃 女巫店場

2.時間：
3/25 16:00

3.地點：
女巫店

4.備註：
站內信
徵一張Q___Q

--
","['subrina711', 'dance1279', 'phong', 'TreaTurner', 'addyson', 'fkim205', 'blah888', 'YCYShu', 's96387799']","[': 借徵兩張', ': QQ 沒買到也想徵一張', ': 借徵兩張 無論哪一場 謝謝', ': 想徵一張the wall QQ', ': 徵兩張the wall QQ', ': 徵一張the wall的', ': 徵2張the wall嗚嗚', ': the wall想換女巫店的QQ', ': 徵兩張the wall站內詳談']"
51,[心得] 傷心欲絕專場 兩萬字心得,Sat Feb 24 23:54:58 2018,mickkanw (mick),"
騙你的 只有兩個字 爽爆

表演前在便利商店巧遇臉超紅的劉暐還打了招呼

超爽

表演結束後在觀眾席發現剛剛在一旁衝撞的女生是海豚刑警的伍悅

一樣打了招呼 超爽

完美的一夜 期待新歌正式版

版主大說我差20幾個字就可以參加徵文 那我就說些事給下次想去傷心欲絕場而且是第一
次去的人看：

1.穿輕鬆點 布鞋

2.第一首歌就開始衝撞了 站前面的要知道

3.衝撞是啥？就是跳進人潮裡放輕鬆的跳躍唱歌 人潮會帶著你的 沒那麼可怕

4.不要背背包或帶貴重物品

大概就這樣了吧

--
","['LINDAZON', 'john0liang', 'qwer356156', 'GRAYPOINT', 'GRAYPOINT', 'weedisgood']","[': 昨天超爽～～～', ': 我被騙了。 QQ', ': 新歌好聽到哭', ': 小淘氣欸！想說要來看兩萬字心得長怎樣的，哈哈哈哈哈', ': 哈！', ': 超爽 整場都撞但現在全身腰酸背痛']"
52,[徵求] LUCKY TAPES（JP）/ 糯米糰（TW）湊票,Sun Feb 25 02:31:36 2018,sleetyarn (sleetyarn),"

1.徵求項目：〈OUR MELODY〉 LUCKY TAPES 臺灣場湊票


2.時間：2018 年 4 月 27 日（五）入場 19:30 /開演 20:00


3.地點：The Wall


4.備註：<預售票> 950 元 <雙人預售票> 1800 元 <現場票> 1200 元

徵一人湊雙人票，一張900元，雙人票已經賣完了喔我手上應該是最後一組XD

已訂票尚未付款，流程是line給你訂票證明→你匯款後我付款再給你看購票證明

之前也有成功湊過票，不過有疑慮的朋友就下次有機會再一起湊XD

意者站內信我喔謝謝大家

--
",[],[]
53,[情報] 3/3 漫遊創作計畫展覽 Opening Party,Sun Feb 25 23:50:25 2018,s92111 (無心雲),"
不好意思打擾各位大大
小弟在此分享一下有關幾個樂團的表演活動
有違版規會自刪

〔 漫遊創作計畫｜Opening Party｜流動空間 〕
——  樂團｜短片｜時裝攝影｜互動｜酒水

｜四面｜舞台｜
特別設計開放式的 #四面舞台，座落在展覽中央；
你可以用各個角度看見你最喜歡的那位吉他手；
你可以用各種方式聽見你最無法抗法抗拒的那首歌；
你可以用各式空間結合去找出視覺與聽覺最佳的調配享受。

▲【 樂團卡司 】四組表演者解鎖

   躁鬱搖滾 — Mary See the Future
喜歡先知瑪莉的你們，在這裡不用多說當代躁鬱搖滾代表樂團，現場魅力一百的演出了吧
？
來這裡千萬不能錯過來自星夜裡的人如何唱出對家鄉的想像！

   宜蘭在地 — 告五人 Accusefive.
同樣來自宜蘭的告五人，雙主唱完美配置搭上表演間精彩的talking，每次專場一個不小
心就會完售。趁這個機會不但能好好享受一波，還能透過展覽看見更不一樣的他們唷！

   新興實力 — 老王樂隊
透過樸實民謠佐以搖滾風格，搭配主唱滄桑唱腔所道出的控訴，讓音樂像說故事一般打動
每位曾經努力的莘莘學子。在這裡偷偷說，近幾個月靠新興實力快速竄紅的他們，已經默
默開始搶不到票囉。

   巧妙混搭 — DJ Ku Da Yeast
除了不可錯過的的樂團表演，在各式空間中最少不了的就是音樂！經驗豐富並善於混搭各
式曲風的DJ Ku Da Yeast，針對現場設計最適合搖擺和放鬆的組合，讓你在現場流動間ch
ill著過時間。

▲【 唯一守則＿我們不停留 】
在這個空間裡，我們是流動的；
空間之動態，讓你可以不斷的閱讀任何你感受到的符號；
在這裡，你可以成為任何人。

—————————————————
▍活動專頁
https://www.facebook.com/events/168592703776147/
▍漫遊創作計畫 時裝攝影展
2018 Fashion / Photography in Yilan
▍Time
2018/03/04-2018/03/11
▍Venue
松山文化創意園區4號倉庫
Songshan Cultural and Creative Park Warehouse No.4
▍Ticket #極度限額
單人票899 (已完售) / 雙人票1599 (也完售)
地圖ft.單人票999剩不到40組>  https://lihi.cc/xa2HZ

--
",['blacksword08'],[': 已搶到雙人票嘿嘿']
54,[分享] 傻子與白痴-5:10a.m.,Mon Feb 26 22:21:28 2018,blueskymaple (☆大谷翔平我老公☆),"
https://streetvoice.com/FoolAndIdiotBand/songs/548294/

今天翻來覆去
因為是開學日
青春在慢慢逝去

5:10是很尷尬的一個時間點
天色還沒亮
即使坐在窗邊等日出也太早
更何況我的房間沒有窗

沒有窗的巢
沒有未來的人生
大學生活每天不外乎
「今天要做什麼」
「午餐吃什麼」
「這個假日要去哪裡玩」

想久了 但想的不夠遠

別想了 別想了

於是又躲回被窩裡做一個不平凡的夢

--
","['angel0629', 'phahaha', 'MLCCN', 'db12467', 'every1', 'a2530720', 'max499750034', 'deerlight']","[': 超喜歡', ': 推推', ': 推', ': 推推', ': 推！！！！', ': 推', ': 推', ': 推']"
55,[情報] Dusty Chaos 參戰台北杜鵑花音樂,Wed Feb 28 10:45:05 2018,valhallaband (阿駿),"
大家好，我們是Dusty Chaos
今年有幸能與緯度25、類比梭羅參加杜鵑花音樂節3/11 19:30在Revolver 的活動
https://www.facebook.com/events/208736979707082/?ti=icl

我們從2013年創立至今，曲風以古典交響金屬為主，並試著走出古典交響能作出的更多種
可能：
有交響味十足的、充滿震撼感的歌曲
（Brave’s Spirit 、Valhalla ）
本格速金派的
（Unstable Love）
也有充滿浪漫派情懷的
（Disillusionment of Venus、瓦普吉斯）
有巴洛克古典室內樂+流行曲風+數字搖滾韻律的
（風）
更有結合80節奏、爵士和聲、金屬Riff的
（Unsettled Mindset ）

如果你們有興趣，可以先點擊我們在杰克音樂的演出紀錄，給我們一些建議。
https://youtu.be/F7IWqMYlqdU
如果喜歡我們，歡迎在3/11到現場支持我們，或是到我們的粉絲專頁關注我們
https://m.facebook.com/DustyChaos/

我們預計四月底開始，會有一系列活動，希望大家喜歡並捧場喔！

--
",[],[]
56,[徵求] 2018房東的貓「四季之外」演唱會,Thu Mar  1 08:52:51 2018,chernieve (貓咪系女友),"

s
1.徵求內容：房東的貓 2018四季之外 台灣巡迴特別場 預售票一張


2.時間：2018/3/23(五) 19:30


3.地點：Legacy Taipei


4.備註：台北可面交 希望有好心人可讓票 謝謝!
-----
Sent from JPTT on my iPhone

--
",[],[]
57,Fw: [詢問] 適合初學中文小朋友的歌曲 XD,Fri Mar  2 05:30:07 2018,chant (       new order),"
","['Slashing', 'mco520', 'Yanagi5566', 'Yanagi5566', 'Yanagi5566', 'MRfridge', 'mco520', 'znling', 'tk930732', 'w23040085', 'SUJO', 'tingover', 'mco520', 'hedonist', 'bgm2009029', 'unspark', 'unspark', 'InaLiang', 'ms10607', 'chant', 'averagejoe15', 'ilovetherock', 'ericfan0000', 's78036', 'gash8830', 'puddingxddd', 'puddingxddd', 's910242123']","[': 加味人參姑嫂丸', ': 草東很口語但…… xDDDD', ': 秒推100分！', ': https://youtu.be/V3SbZKjCUWE', ': 棉花糖的一百個太陽月亮也不錯～', ': 魏如萱感覺可以 如果不學唱腔', ': 棉花糖的歌應該都算滿好上口的~或來吧焙焙？', ': 想到一堆很口語的但很兒童不宜XD', ': 買你算簡單吧', ': 來吧焙焙 全世界我最喜歡你', ': 鄭宜農的光', ': 也許像星星', ': 黃玠和929也都可！', ': 卡通手槍', ': 陳粒 完全不適合XDD', ': 丁丁與西西-邦戈邦戈栗子', ': 午夜乒乓-心悸大戰', ': 招潮蟹', ': 旺福~很多鵝', ': 謝謝，好多歌！朋友要辛苦了 XD（網路實在太慢，都要請朋', ': 旺福之前有組小旺福，可以去找找，蠻適合小朋友的', ': 雀斑 朋友之歌', ': 有一個專門把兒歌歌詞改成搖滾樂的樂團 一群爸爸組', ': 來吧焙焙！', ': 推棉花糖', ': 不是獨立樂團，但跟你推薦張懸的寶貝，我教外籍學生', ': 中文用過這首', ': Silicon 槍子']"
58,[交易] 售 / 顯然台中專場一張 450,Fri Mar  2 19:41:29 2018,Yanagi5566 (持續厭世中),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
-------------------------以上文字可用ctrl+y刪除---------------------------


1.買/賣/換：賣


2.交易項目：顯然台中場 w/ 老王樂隊


3.交易價格：450


4.交易時間：開場前


5.交易地點：雷格西台中


6.備註：要票的歡迎站內～

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
",[],[]
59,Fw: [達陣] Follow四分衛2017臺灣小巡演,Sat Mar  3 11:40:16 2018,cjcjovup (雙溪街),"
","['cjcjovup', 'john0liang', 'Yanagi5566']","[': 歡迎來backQuarter四分衛板玩玩.沖個人氣啊~', ': 推推！', ': 推！']"
60,[閒聊] 3/1吳青原 演唱會歌單,Sat Mar  3 21:25:14 2018,kyrie77 (NTU KI),"

欸都...大家好

想請問這裡有板友3/1也有去吳青原海上的人巡迴演唱會最終場的嗎？

其中演唱的曲目有幾首歌名已經忘了QQ

偏偏青原放上網路的歌也不多，明明都很好聽啊！

小弟我記得的只有以下幾首

我嫉妒你是魚
海上的人
冰上的人
給我你的錢
凌晨三點還沒睡的人（ft. 貝克小姐）
四月七日（ft. 貝克小姐）
再見，一期一會的朋友
職業倦怠
在擁抱的瞬間（鄭宜農的歌）
22歲的眼睛
有人在家嗎
娜娜
那就飛吧

好像還有漏了幾首，但水母腦想不太起來

小弟第一次來這個版上發問，如有違規還請指教

---偷渡心得---

青原的聲音真的很棒

人跟歌都給人一種很純粹、很乾淨的感覺

自從聽過海上的人之後就愛上他的歌、他的聲音了

下次應該也會再去捧場XD
-----
Sent from JPTT on my iPhone

--
","['SHinnnn', 'kyrie77', 'jeudionemore', 'kyrie77', 'p10218', 'kyrie77', 'kyrie77', 'znling']","[': 推青原，覺得他人很真XDDD', ': 樓上也有去聽嗎><', ': 當天有去+1~但想不起來歌單QQ', ': 天啊 沒想到還真的有人去！ 頗感動XD 一個認親的感覺（？', ': 有去+1', ': 那有人記得我漏掉的曲目嗎XD', ': 好像記得有一首下雨什麼的，但忘記確切歌名了', ': 我也喜歡他的聲音！下次來跟！']"
61,[公告] 三月徵文獎勵,Sun Mar  4 01:00:18 2018,Yanagi5566 (持續厭世中),"
       三月徵文！！

                開箱、演唱會 分類請用 [心得] 標題不限
                聽歌 分類請用 [分享] 標題請用歌名，選曲不可重複且限當月釋出的
歌
                字數須滿100字 (不含歌詞)

                每篇獎勵3500P 一人活動期間最多發3篇 兩天最多發一篇
                若篇數超過20篇 或超過20人 則以篇數多的優先


--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
",[],[]
62,[閒聊] 最後的叫春,Sun Mar  4 14:15:51 2018,ismydear (ismydear),"
聽說叫春不玩了
今年最後一屆
有確定嗎！！！

--
","['LINDAZON', 'ismydear', 'cloudylove', 'LINDAZON', 'ismydear']","[': 什麼！？', ': spring scream啊 聽說主辦的老外不玩囉', ': 居然!!!', ': 你從哪裡聽說的QQ今年有要去！', ': 友人聽jimi大大說的']"
63,[徵求] 今晚3/4 the wall ,Sun Mar  4 15:41:54 2018,selfkill06 (selfkill06),"
1.徵求內容：Big romantic records presents  夜明けの街


2.時間：3/4 19:30


3.地點：台北公館the wall


4.備註：主要是想聽 taiko super kicks ,太晚發現來不及買預售,故求票

--
",[],[]
64,[交易] 售3/4顯然台中專場,Sun Mar  4 17:13:00 2018,igu328 (那些你不敢解決的問題),"
-------------------------------溫馨小提醒---------------------------------
                   發文前請詳閱公開板規並遵守法律規範
-------------------------以上文字可用ctrl+y刪除---------------------------


1.賣3/4今天顯然專場



3.交易價格：450/1張


4.交易時間：到表演開始


5.交易地點：烏日高鐵附近或legacy


6.備註：因臨時身體不適故求售出
可售1張或4張


-----
Sent from JPTT on my HTC_M910x.

--
","['igu328', 'kao11113']","[': 可直接line:chicken328', ': 私']"
65,[公告] 本版官方社交平台,Sun Mar  4 18:24:53 2018,Yanagi5566 (持續厭世中),"
Google表單票務區(票務填寫) https://goo.gl/forms/lQs3xQKdmqadW17h1
                (周邊填寫) https://goo.gl/forms/RpHKyAVrfKrqz8442
                (清單檢視) https://goo.gl/g3NZny
                感謝板友tracy25提供技術協助
                *表單仍適用板規及相關法律規範
Telegram
https://t.me/PTTnmsmusic
Line
詳細請私訊我或與粉專聯絡

P.S. 群組名稱不影響聊天性質
感謝john0liang大創立


TimeTree
https://timetr.ee/s/d-m8tH1sfvR92pV9yxp0cNtPqOmL1aUi?f=l 感謝clinda大創立

Facebook
臉書社團 https://www.facebook.com/groups/pttnmsmusic 感謝john0liang大創立
粉絲專頁 https://www.facebook.com/PTTnmsmusic
YouTube
水管歌單 https://www.youtube.com/channel/UCf8pYPbipmgbFHCw8prWYkw/playlists
hackmd
美食 https://hackmd.io/rH4fn5pJSA-HnZGLWUd6KQ 感謝mco520大創立
選書 https://hackmd.io/s/B1iT-wyfm# 感謝李先生創立




邊緣人就該聽邊緣音樂用邊緣軟體 懂

--

最近更新(190702)：更新TimeTree連結

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['blueskymaple', 'triplefree', 'mickkanw', 'chyuuu', 'db12467', 'BossSiang', 'kyrie77', 'yasamnoya', 'john0liang', 'holishing', 'john0liang', 'john0liang', 'wh0226', 'jason222888', 'ja881213', 'uucb', 'Yanagi5566', 'Yanagi5566', 'unbomb', 'johtom811113', 'fred5566a', 'bestsp', 'whereislaw', 'blyaoi', 'DoHuaYu', 'johtom811113', 'Sty8946', 'sasukeagito', 'kkk258', 'Bittertabby', 'YinYiTing', 'royroy113', 'qiusan', 'qiusan', 'qiusan', 'qiusan', 'qiusan', 'iamagoatt', 're12548']","[': 不懂', ': 不懂', ': 這個版的line群組有到500人！？太猛惹', ': 推超好用telegram~~~~', ': 請問line還會繼續用嗎～', ': Telegram 群組之前可以破萬人，現在不知道到多少了', ': QQ LINE竟然滿了', ': 推推推', ': 難怪今天這麼多人加社團。 XDDD', ': 推Telegram', ': 500人達成！', ': http://i.imgur.com/wU0CZSc.jpg', ': Timetree的有效期限過了QQ', ': discord的邀請連結無法進去了QQ', ': 咦！Line群都寫無法用連結加入耶！', ': line群組都滿了嗎', ': 因賴群疑似混進奇怪的人所以把連結都關掉了，要加入可', ': 以私訊j版主', ': 簽到', ': 社團剛剛沒簽，可以在加line群嗎', ': 賴群被莫名踢掉了是正常的嗎？', ': 有南部群組嗎~', ': 中部群 是被入侵了嗎', ': 中部群淪陷ㄌ', ': 群組被翻了', ': 想再加一次', ': 請問現在還可以加line嗎', ': 也想加line+1', ': 想加line+1', ': 想加Line+1', ': 想加Line+1', ': 想加Line+1', ': discord邀請過期', ': 小弟自己開一個discord 群組', ': https://discordapp.com/invite/HWq2Bt3', ': discord 軟體下載: https://discordapp.com/', ': 有電腦版和手機版', ': timetree人數滿了嗚嗚', ': 想加賴QQ']"
