,標題,時間,作者,內文,留言作者,留言
455,[情報] 海湧祭,Sat Feb 23 14:04:50 2019,ntttttt (那那),"
http://i.imgur.com/FQlcsHJ.jpg
http://i.imgur.com/5ILpx40.jpg
得知國蛋在鐵漢柔情系列演唱會
有要來台中就超開心
終於不用再特地北上或南下掛號治療了
表演日期還未公佈，超期待的~


-----
Sent from JPTT on my HTC_U-3u.

--
","['beverly4222', 'juliesummer']","[': 推國蛋', ': 終於來台中了～～～～']"
456,[情報] 國蛋 鐵漢柔情演唱會 台北 台中,Sun Feb 24 05:54:04 2019,ashianQQ (阿賢別QQ),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★

╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：misaki1088


2. 暱稱：番茄 / ㄈㄑ


3. 星座：處女 （發現版上處女好多！！）


4. 喜歡的樂手或樂團： 顯然 傷心欲絕 無妄合作社 海豚刑警 幻日 キネマズ 女王蜂 黃玠 9m88 ...太多惹><


5. 喜歡的歌曲：島嶼天光 喔我的靈魂 新美街 電火王 放個假 公道何在 城市逃亡羅曼史


6. 何時接觸非主流：高二太陽花學運時聽了島嶼天光後就愛上獨立樂團 不過真的認真聽是大學的時候惹


7. 想說的話：

在非主流圈也滿久的惹但是一直沒機會認識同好q__q

然後我也喜歡一些非主流穿搭和動畫

希望有南部同好能收留我以及能一起去大港的好夥伴><


         ■
 ■     ■■■■■■■■       ■
 └─┘     ■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■■  ■■ ■ ■ ■    ■ ■
■  ■ ■ ■ ■■■■    ■  ■  ■
■  ■■■■■■ ■ ■ Non-mainstream-music 2016

-----
Sent from JPTT on my iPhone

--
","['beverly4222', 'muds', 'lala556693', 'sleetyarn', 'nina430tw', 'kurumiii']","[': 推玠玠跟88 也在南部 可以一起聽團', ': 第六點沒打完ㄛxd，一起來大港吧！！我也在找人一起玩', ': 大港見', ': 推女王蜂！', ': 大港見', ': 推女王蜂!!!']"
457,[自介] misaki1088,Sun Feb 24 12:42:39 2019,misaki1088 (6132k),"

如題

小妹近來為了穩定生活多美好的人生決定報考高普考，但是太久沒唸書了，導致心浮氣躁
，想請各位推薦一些「認命、鼓勵、勵志...等等」相關的歌單。

目前我唯一想到的就是老王：穩定生活多美好 三年五年高普考

p.s. 我希望我不要考到五年...

以上，感謝大家的推薦！

祝大家人生順遂！

--
","['ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'ashianQQ', 'john0liang', 'bsw555', 'blyaoi', 'carlization', 'aa85720tw', 'bubble0410', 'bubble0410', 'bubble0410', 'aa85720tw', 'cortisol', 'eeexun', 'greenruler', 'ismydear', 'Hiara', 'beverly4222', 'RyanBaste', 'kodopo', 'ilovetherock', 'totoioio', 'Yanagi5566']","[': 再等一下就天亮了', ': 補習班的門口掛著我的黑白照片', ': 那些失眠的夜與難以忘懷的事', ': 看不見明天', ': 念念不忘', ': 低賤的人', ': 擱淺的人', ': 長大18歲', ': 灼火', ': 殺死那個石家庄人', ': 我也是國考生~', ': 上面這些有的明明是很惆悵的歌', ': 但卻越聽越High越有動力讀書', ': 我以前考二技前读书时，都听五月天的《叫我第一名》。', ': 脆樂團的100分', ': 怕胖 想想當初吧', ': 反而想到顯然的「逍遙」！', ': 廖文強 那就別再做夢吧 眼光', ': 有些跟考試沒有直接關聯，不過我以前凖備考試的時候', ': 滿愛聽的', ': 林二汶 驚人、蘇佩卿 起飛、蛋堡 過程、圖騰 年少', ': 考試之歌的話 絕對是欠一個勇敢吧', ': crispy的一百分，超級勵志', ': 兩年前都聽熊仔ㄉ112...', ': 之前有在板上問過讀書歌單 你可以去找看看', ': 蔡藍欽', ': 很幼稚嗎 長途夜車', ': 一百分', ': 拍謝少年-兄弟沒夢不應該', ': 熊仔feat.葉丙成  信', ': 當然是甜梅號', ': hush的障礙賽', ': 兄弟沒夢不應該整張專輯不聽不應該']"
458,[問題] 有關考試心境相關的歌,Sun Feb 24 15:32:28 2019,peowe161 (老爺您早),"
","['VoV', 'polobolo', 'color3258', 'sam0711', 'lturtsamuel', 'lturtsamuel', 'sam0711', 'lturtsamuel', 'sam0711', 'Iakane', 'sam0711', 'lturtsamuel', 'sam0711', 'polobolo', 'polobolo', 'sam0711', 'jessierr', 'ahahahahah', 'karta2409039', 'Canana9527', 'Jenny0725', 'zealwcc', 'lturtsamuel', 'Jenny0725', 'hahacatz', 'jennifer4551', 'MisterSmile', 'mirja', 'dovelight', 'lturtsamuel', 'kimura0701', 'tigerface', 'tigerface', 'tigerface', 'Wreet', 'melogod', 'zach8888', 'Moshiba', 'npnp614', 'ckrre48', 'ilovemiao', 'ilovemiao', 'ilovemiao', 'ilovemiao', 'ilovemiao', 'abcde010710', 'asdpig05', 'ilovemiao', 'ilovemiao', 'lions1989', 'blackmomomo', 'chsin0908', 'xlhra', 'peowe161', 'joekg', 'ti25', 'ann1937', 'blyaoi', 'canhong', 'dengjyun', 'dengjyun', 'dengjyun', 'dengjyun', 'eeexun', 'bluexox', 'andylai1997', 'ronnyvvang', 'kazuma2010', 'YJC1248', 'chihhlingg', 'lily0904', 'beverly4222', 'RyanBaste', 'LanceHaHa', 'juicybottle', 'sssai', 'Yanagi5566', 'Yanagi5566', 'Hiara', 'wuwinkan', 'KillTcell', 'yasamnoya', 'tao77', 'jiajia1', 'booyah0212', 'reillie', 'clark2644', 'ericfan0000', 'jcliu', 'oyoy0413', 'coldplay0211', 'Yanagi5566', 'kazuma2010', 'ranie1017', 'durden738', 'durden738', 'durden738', 'durden738', 'durden738', 'killer1119']","[': 無雙樂團(看顏值？)', ': deca joins', ': https://youtu.be/ppQ9wMfHRWM 七月半', ': 草東滅火器隨性', ': 草東也很那個腔吧', ': 隨性可以', ': 先知瑪莉', ': 先知瑪麗還有新歌嗎 一陣子沒注意惹', ': 怕胖團', ': 上海迪士尼', ': 有r 讚讚的', ': 來聽聽看 感恩', ': 血肉果汁機', ': deca joins 也是我最近才發現的樂團質感真的很棒 不管是', ': 影像還是曲子 詞也寫的不錯', ': 推一首隨性的雲中月', ': Deca joins', ': 茄子蛋？', ': 短腳有夠難聽的不知道在唱薩搖', ': Hello nico', ': 教授創一葛', ': 無妄合作社啊', ': 珍妮來當我們主唱 ><', ': 豪R', ': deca joins !', ': 茄子蛋跟滅火器都很棒啊', ': 閩南腔也是中國腔的一種', ': 傷心欲絕啊', ': 正反例都有顯然是怎？', ': 打錯惹 反例是要打隨性 @@', ': 你舉的例子只有草東和老王比較像吧', ': deca joins內行喔，我超愛他們，先前去看現場的很屌，', ': 歌詞 雖然各種厭世，但是他們的歌很多都有招牌大合唱，', ': 現場表演非常非常過癮', ': I mean us 、DSPS、法蘭黛、甜約翰', ': Saint聖結石', ': 911', ': 拍謝少年', ': 推爽嗎樂團 https://youtu.be/wuVrIk5JtEY', ': the fur', ': https://youtu.be/czEZB86Buvo', ': https://youtu.be/IQoXh8eaOHo', ': https://youtu.be/vz20uZMzHMg', ': https://youtu.be/jZzzwd_CDQM', ': https://youtu.be/NTorA0G9xA0', ': 人家只是捲舌啦', ': 茄子蛋', ': https://youtu.be/5VUF68lw6uo', ': 有想到再貼 ：）', ': control t', ': 呃……如果不是亂捲舌，正音錯了嗎？', ': 幫你推一下', ': Deca joins!', ': 薄荷綠工廠咧 ？', ': 神棍啦嗩吶超爽', ': 厭世少年', ': 無妄！倒車入庫！', ': 怕胖', ': 有不是捲舌比較重就是中國腔...', ': 夕陽武士', ': paralleloutput平行輸出', ': 大推～～放屁伯Funpeople', ': 糯米團', ': 倒車入庫啊', ': 草東跟中國腔差很多好嗎==沒去過中國才會這樣講', ': 應該很多ㄅ，大部分都是啊', ': 美秀 台味十足', ': 看很多中國草東迷都說以為聽的是中國團...', ': 麋先生應該還好吧 聽不太出來', ': 拍謝少年', ': 當然是拍謝', ': 滅火器很有啊', ': 拍謝少年啊 不然無妄合作社', ': 顯然真的聽到頭痛', ': 美秀讚', ': 只推血肉果汁機', ': 教授>\\\\\\<', ': 淺堤 台青蕉 夕陽武士', ': 神棍', ': 無妄合作社 美秀', ': 推Z有氧綠洲', ': 百合花 農村武裝青年  這兩團夠台爆你了', ': 推忒修斯', ': 理想混蛋', ': 無妄合作社', ': 麋先生有嗎？', ': 都教授調皮', ': Sadog啊', ': 怕胖團 厭世少年', ': 傷心欲絕算嗎', ': 拍謝 非人物種', ': 是不是沒人推董事長啊', ': 原味的 漂流出口 原住民古調', ': 台青蕉出新專輯了', ': 只推神棍', ': 神一樣的存在      https://youtu.be/75Ur_VtrJgw', ': 舉頭三尺有神明   https://youtu.be/lnrzR3Ko0QM', ': 九號公路   https://youtu.be/p_qqvO1T2uQ', ': 萬佛朝宗  https://youtu.be/IeltTyx1i3I', ': 非人物種']"
459,Fw: [閒聊] 最近比較有台味的獨立樂團?,Sun Feb 24 16:18:46 2019,lturtsamuel (謹言慎行 不引戰 不約砲),"
剛剛聽到一半發現

怎麼Spotify上的透雜不見了！！！

是發生什麼事…

可以不要這樣嗎。･ﾟ･(つд`ﾟ)･ﾟ･

--
","['eeexun', 'bluexox', 'Haine', 'graffitiblue', 'xchihiro23', 'slaughter99', 'linjason5068', 'fnabeo', 'ericfan0000', 'Haine', 'xiaowei', 'Haine', 'ee367903', 'suochan', 'eroha90021']","[': 咦 我的還有欸(＞人＜;)', ': 萬青也不見了 哭', ': ←買實體專輯聽的老人沒有這種問題', ': 實體專輯++', ': 我的也不見了...', ': 有買專輯 但是為什麼音質差成這樣', ': 萬青也不見了QQ', ': 原來透雜絕版了？', ': Kk也沒了ㄛ', ': 中壢的唱片行還有看到', ': 奮死絕版了吧', ': 地下伏流的不知道賣完沒 很久沒去', ': 前幾個禮拜才努聽好幾遍 看到這邊才發現不見了QQ', ': 也是看到這篇才發現不見了QQ', ': 還好有儲存三首  好像只剩儲存的還能聽..']"
460,[閒聊] 透雜怎麼消失在Spotify了,Mon Feb 25 23:17:08 2019,nemnemo (北商金城武),"
好疑惑為什麼唱腔跟以往不同

感覺是女聲

更疑惑為什麼沒有人有疑惑XD

是不是都是吉他手唱得...？

--
","['ashianQQ', 'ashianQQ', 'ashianQQ', 'SuperRoMay', 'Fanlic', 'Fanlic', 'Yanagi5566', 'NouTsan', 'LanceHaHa', 'MMori', 'ericfan0000']","[': 合聲有巫堵的聲音', ': 你去yutube找《床》來聽', ': 主vocal也是茿', ': 為什麼要疑惑....', ': 新歌都有其他人當vocal的歌啊是不是都沒看到專場 白日夢', ':  泳池', ': 不要質疑你的燭', ': 筑筑之前也唱過別把我留在這裡呀，不是第一次女聲主導', ': 假草粉......', ': 筑筑我女神唱的啦', ': 888888888']"
461,[問題] 還願草東唱腔,Tue Feb 26 00:04:34 2019,lordwithme (主與我同在),"
-------------------------------溫馨小提醒---------------------------------
                    發文前請詳閱板規三並遵守法律規範
                      標題分類後請加上 徵/售/換/贈
              完成交易後也請修改標題為 已徵/售出/已換/已贈
 例：[交易] 售/2375EP -完成交易後-> [交易] 售出/2375EP
-------------------------以上文字可用ctrl+y刪除---------------------------


1.徵/售/換/贈：售


2.交易項目：鄭宜農『因為是生日月只好出來走跳 - 莫名誕生的一個人小巡迴』 台中加
場


3.交易價格：650（票價）+ 30（取票手續費）


4.交易時間：3/10之前


5.交易地點：現場面交！


6.備註：無

--
",['yuyo0519'],[': 請問票還有嗎？']
462,[交易] 售 / Enno台中晚場,Tue Feb 26 00:12:54 2019,Yanagi5566 (持續厭世中),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：july24577


2. 暱稱：saisai


3. 星座：牡羊


4. 喜歡的樂手或樂團：柯泯薰、黃玠瑋、大象體操、Vast & Hazy、DSPS、甜約翰
好樂團、The Fur.、告五人、美秀集團、丁丁與西西.....(其實還有好多好多


5. 喜歡的歌曲：這是我的地方、愛在夏天、中途、與浪之間、走、Short Stay、電火王

6. 何時接觸非主流：2013年左右吧，大學新生加入社團的時候


7. 想說的話：這幾天發現有這個版，來跟大家交流，希望能找到同好:)
我想揪個團，爛泥發芽鐵皮大舞廳朋友臨時不能去QQ，4人團-1or-2有人會想來嗎?



                       ■
 ■  ■■■■■■■■ ■
 └─┘  ■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■ ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■ ■■■■ ■ ■ ■
■ ■■■■■■ ■ ■ Non-mainstream-music 2016


--
","['tao77', 'john0liang', 'john0liang', 'ai791016']","[': 推好樂團和Vast&Hazy～', ': 不知道你住哪，但是不介意的話。', ': 歡迎先加入中部群組唷！', ': 想去但還沒買票xD']"
463,[自介] july24577,Tue Feb 26 03:10:45 2019,july24577 (July),"

1.徵/售/換/贈：換


2.交易項目：
3/16 鄭宜農 高雄場 灰咖啡
下午x1 換 黃昏x1


3.交易價格：


4.交易時間：



5.交易地點：台北面交或郵寄都行，謝謝


6.備註：


--
",[],[]
464,[交易] 換/3/16閗G宜農酧甽秦下午換黃昏,Tue Feb 26 04:14:45 2019,bubble0410 (瘋狂的陽光),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪


1. 唉滴：jedison0924


2. 暱稱：阿穎


3. 星座：天秤


4. 喜歡的樂手或樂團：美秀 傷心欲絕 海豚 Trash 謎路人 房東的貓
Deca joins 厭世拍謝少年


5. 喜歡的歌曲：妥瑞氏症 白紙 菸癮 十字路口 浴室 大家都唾棄ㄉ低能婐愛ㄋ
喔 我沒有靈魂 山頭 能給的只有那麼多 少女(透雜跟伍悅的版本我都很ㄞ


6. 何時接觸非主流：大概高一的時候聽到朋友現實發房東的貓的歌從此跌入
這廣大ㄉ世界


7. 想說的話：能發現這個版還蠻幸福的 身邊的人都很少再聽非主流的音樂
所以每次放歌或唱歌都會被當成怪咖
然後繼上次自己看美秀專場後 3/22又要獨自一人前往蛋蛋台中Legacyㄌ




                       ■
 ■  ■■■■■■■■ ■
 └─┘  ■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■ ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■ ■■■■ ■ ■ ■
■ ■■■■■■ ■ ■ Non-mainstream-music 2016


--
","['lyukuo', 'john0liang', 'uSheng', 'celer']","[': 你要想你自己是最有品味ㄉ 是其他人不懂', ': 快加入中部群組吧。', ': 3/22蛋蛋專場一個人+1', ': 要不要來去杜鵑花音樂節～']"
465,[自介] jedison0924,Tue Feb 26 12:21:03 2019,jedison0924 (Je),"
http://i.imgur.com/SHWDEXL.jpg
有人想聽pomo嗎
今晚8點，the wall
街聲的活動，抽到2個名額
無償讓出
line：a-shian_0410

-----
Sent from JPTT on my HTC_U-3u.

--
","['ashianQQ', 'john0liang']","[': 全贈出，沒了', ': 阿賢好棒！']"
466,[贈送] Pomo 今晚8點 the wall 2個名額,Tue Feb 26 17:05:33 2019,ashianQQ (阿賢別QQ),"
","['fainter', 'timeshadow', 'neverrealize', 'neverrealize', 'guepard', 'liyuu0215', 'iijune', 'zhen3776', 'beverly4222', 'ranie1017', 'peeson04', 'Workshy', 'coldyu', 'zx198987zx', 'zx198987zx', 'zx198987zx', 'easycat', 'lookat', 'nemesisal201', 'jbc9926', 'james386190', 'kkelpiee', 'a052612565', 'abonbon', 'abonbon', 'amy660156', 'JKLOP', 'stw0975', 'unspark', 'quintis', 'zxxxxxxxxx', 'totoioio', 'z5411', 'evachiu1998', 'chiichi', 'a13579430', 'erin1234565', 'erin1234565', 'iamrollita', 'john0liang', 'Yanagi5566', 'yuki08', 'jerry1757', 'wuwinkan', 'momoko06', 'wvlvw', 'wvlvw', 'aa85720tw', 'bestsp', 'nm123493']","[': 轉一圈確定自己還存在～', ':                   然後再跳起來把意識擺一擺', ': 淚推那我(插Fω；`)', ': 顏文字跑掉了......  _', ': 推IGU 脆弱少女組只是人一樣而已', ': 也淚推那我', ': 推冬日選集 (應該是冬天不下雨?)', ': 沒有大爆QQ', ': 想到「因為你承載了我的靈魂」喜歡這個系列 推推', ': 最愛那我', ': 推那我 或許因為短暫所以更美好', ': 那我好可惜啊  可是脆弱的陳荒感覺快樂很多', ': 我都很喜歡他們…很喜歡他們以前', ': 唉真的很喜歡他們可惜QQ', ': 你打工的咖啡廳很好聽', ': 脆弱我覺得還好了', ': 推一下', ': 冬日選集真心不錯', ': 啊 HUSH真的歌有點不一樣了（雖然還是買了新專輯', ': 為何偷我的歌單', ': 推', ': 那我真的是很可惜qqq每首都很愛', ': 那我真的可惜了', ': 脆弱少女組好聽到哭 那我懂你意思也是', ': 原諒我不懂你的悲傷我直接掉眼淚', ': 我愛那我懂你意思了', ': 大推streetvoice', ': 推', ': 高中回憶QQ', ': 推', ': 看到那我就點進來了XD', ': 懷念在卡夫卡裡聽的Hush!', ': 那我 真的讚', ': 只有我叫他們那懂嗎QQ', ': 淚推', ': 好難過', ': street voice2011冬季選集 最愛', ': （不小心空行了）', ': 推推 嘿嘿', ': 三小。 XDDD', ': 已寄信 (咦', ': 比起HUSH還愛HUSH! 為歲月QQ', ': 超愛那我 可惜', ': 推那我', ': 推那我', ': 解散那陣子看到文才知道原來團員私下根本不熟 雖然理性上', ': 知道很正常但還是好難過 慶幸專場時有去聽 只是沒有下次了', ': 我打工的咖啡廳QQ 真的喜歡那我', ': 淚推那我', ': 偷推那我 也好懷念甜梅號']"
