,標題,時間,作者,內文,留言作者,留言
27,Re: [問題] 什麼是非主流音樂呢,Thu Apr 14 14:56:38 2016,PTT0207445 (我是鄉民),"
看完板主解釋，我覺得這個板可能叫做『獨立音樂』會更合適。
這些樂團創作的音樂類型，感覺很像是流行樂編曲。
一開始看到這個板，以我非音樂主修的人來說（我不是音樂專家），
大概會想到的
可能是電腦人工智慧創作出的音樂，
或是國外流行但台灣很少見的類型例如印度音樂（嘟嘟嘟嘟大大大= =a），
像是西班牙佛朗明哥，
或是用罕見的樂器作的音樂：例如鋸琴,陶笛,
本來想說嗩吶和二胡，但可能在國樂團也很平常，
其他交響樂應該也不能算非主流，
不然或是吹口哨的技法，或是用奇怪的方式發出聲音，像是
把玻璃杯裝水，水位高低不同，摩擦或敲擊水杯創作音樂，
還有印象中看過有人把不同的放屁的聲音錄製剪接成曲。
我個人是很喜歡聽音樂，不論是獨立樂團，或是上述舉例的這些我都愛，
尤其是吹口哨（屁音成曲我也很有興趣但實做發現難度太高），
記得以前租房時，隔壁有人每天早上就開始練國樂橫笛，
而且每天都吹同一首『陽明春曉』，耳熟能詳之下，
我口哨也能吹出這曲『每日一字』，朋友聽了無不驚嘆，
我想若再苦練十年，必成絕技。
到時候若『非主流音樂板』還在，希望能獻醜與大家分享同樂。

","['Yanagi5566', 'Yanagi5566', 'kazeho', 'Yanagi5566']","[': 其實當初想過要申請indie但是怕跟之前的indie-pop衝突', ': 這些其實真的很難定義啦~ 不過大推個人見解!!', ': 那這裡跟indie-pop 有何不同呢', ': 我會希望這裡偏向國內獨立的討論這樣 也是歡迎國外的']"
28,[自介] ILoveElsa,Thu Apr 14 19:55:00 2016,ILoveElsa (梓喵拉屎),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：ILoveElsa


2. 暱稱：梓喵拉屎


3. 星座：獅子


4. 喜歡的樂手或樂團：放課後ティータイム


5. 喜歡的歌曲：ふわふわ時間


5. 何時接觸非主流：去年 >///<


6. 想說的話：

我想問一下....

為什麼自介裡面有兩個5呢 >_<

還有!!

K-ON算不算非主流音樂!!!

超級喜歡梓喵!!!



                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--

http://i.imgur.com/CUWYAGS.jpg

（暫時簽名檔）

--
","['chihh96338', 'Yanagi5566', 'Yanagi5566']","[': 幹，宅', ': 真的哀..', ': 我決定發100p給這位指正我的人']"
29,[自介] chihh96338,Thu Apr 14 22:40:20 2016,chihh96338 (鈣鐵鉀納),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆
★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
╪
1. 唉滴：chihh96338


2. 暱稱：安安我是鑫鑫


3. 星座：蠍


4. 喜歡的樂手或樂團：

族繁不及備載

只要是好音樂就是好樂團


5. 喜歡的歌曲：
https://youtu.be/lGr4t282LLw

https://youtu.be/xX4Ghn01EBg

https://youtu.be/hQB0w_y2o1k

https://youtu.be/Mb_-fD8sl_U

https://youtu.be/EI1qONB9bHs

https://youtu.be/o7DtPuZeO0U

太多啦幹

6. 何時接觸非主流：打從學會吉他開始吧…


7. 想說的話：

請大家支持台灣獨立音樂

有你們的支持

才會有獨立樂團表演的機會

然後請大家購買正版CD

多多支持原創

感恩勞力m(_ _)m


                   ■           ■
 ■     ■■■■■■■■       ■
 └─┘ ■■■  ■ ■ ■   ■■■   ■
  ─┼─          ■  ■ ■■■■■  ■    ■ ■  ■ ■
■■■  ■■■  ■■       │─│   ■ ■■■   ■
■  ■      ■ ■ ■  ■  │  ■■■
■■■  ■■■  ■■ ■ ■ ■■■■ ■
■  ■ ■ ■ ■    ■   ■■■■■■
■■■  ■■ ■ ■ ■    ■ ■
■ ■ ■ ■■■■    ■  ■  ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['ILoveElsa', 'Yanagi5566', 'Yanagi5566']","[': 推', ': 終於沒有兩個五點惹><', ': 對鋪起麻OAQ']"
30,[交易] 賣/415鄭宜農×謝震廷小地方,Thu Apr 14 23:43:25 2016,lovestayreal (_),"
1.買/賣/換：賣


2.交易項目：
小地方一周年特典活動：我們唱著彼此的歌 鄭宜農×謝震廷
預售票*1

3.交易價格： 預售原價$350


4.交易時間：明天下午五點左右


5.交易地點：台北車站


6.備註：


應該可以賣票吧QQ
想直接回饋到這個板
不行再刪文

如果是中壢人可以下午兩點以前在中壢光南面交


站內信聯絡~~

--
","['Yanagi5566', 'YCYShu', 'a102203028', 'tk930732', 'moon70552']","[': 不要黃牛都可以啦ˊˇˋ', ': 嗚嗚想去不能去', ': 還有嗎', ': 爆時間', ': 媽英告：凹凹 (下台)']"
31,[自介] tracy25,Fri Apr 15 00:17:17 2016,tracy25 (浣熊),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：tracy25


2. 暱稱：T大


3. 星座：雙魚


4. 喜歡的樂手或樂團：細美武士和他所有的團
                     日本:RADWIMPS/[Alexandros]/SWANKY DANK/
                          OOR/Funky Monkey Babys/SPYAIR...
                     台灣:五月天/蘇打綠/滅火器/Staycool/OBSESS/
                          怕胖/Trash/Plan-D/Random


5. 喜歡的歌曲：細美武士所有的歌
https://www.youtube.com/watch?v=U68ov4pmwAs 最愛細美這段影片>////<
https://www.youtube.com/watch?v=bgVQXhbSLas 最愛這段表演(超可愛)
https://www.youtube.com/watch?v=S2vTuB7w3mU ELLE最近最愛這首
https://www.youtube.com/watch?v=rVHu-H6rMCU 滅火器新專最愛這首
https://www.youtube.com/watch?v=d_HkT54s-Oo 超愛OBSESS這張 最愛Sin
https://www.youtube.com/watch?v=CXkY4H9zelE RAD超多 推這首
https://www.youtube.com/watch?v=8nUjIMqQFM0 電影快上映 感覺會變成神曲啊
https://www.youtube.com/watch?v=HdjtpSROG84 好友推 以後我就是元老級粉絲了
怎麼可能介紹得完...
我的歌單一天到晚在更新

6. 何時接觸非主流：2013年
因為種種原因對Kpop感到失望
然後Kpop板一直推indie也有好音樂
所以我覺得那我為何不聽台灣indie就好
從此入坑
Jrock從以前就有在聽了


7. 想說的話：
fireex板現在也很缺水 有徵文活動
歡迎大家來坐坐 聊聊天 灌灌水
然後不好意思 我的自介又變成花癡文了XDDDDDDD


                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['Yanagi5566', 'a102203028']","[': 豪 火板走一燙', ': 推 火版長']"
32,[問題] 徵求文,Fri Apr 15 00:44:16 2016,chihh96338 (鈣鐵鉀納),"
可以開放嗎？

不然有時候我想徵個誰來幫我買音樂節的周邊都好困難阿

嗚嗚嗚

--
","['Yanagi5566', 'Yanagi5566', 'YCYShu', 'Yanagi5566', 'haha519000', 'blueskymaple']","[': 好挖', ': done~~~', ': 推周邊！！', ': 不然就是像草東 專輯都不放在主流唱片行可惡-.-', ': 想要大港t~~~~~~', ': yeah!!']"
33,[自介] UCCD,Fri Apr 15 01:08:59 2016,UCCD (U吸吸滴),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：UCCD


2. 暱稱：職業通靈師


3. 星座：牡羊


4. 喜歡的樂手或樂團： ave; new


5. 喜歡的歌曲： 君と一緒に 原田泰子(中原麻衣)、doing now 大橋彩香

、ave;new feat.佐倉紗織 - Octave Rain、Hazy Lazy Doll



6. 何時接觸非主流： 高中


7. 想說的話：  入坑以來就接觸許多acg類型的歌，
有時沒看過的動畫或沒過的遊戲喜歡都會聽，特別喜歡電子曲風格的歌。


                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--
",['Yanagi5566'],[': 我是Supercell入坑的哀xDD']
34,[分享] 生命樹 - 我們都不完美 | 樂人Session,Fri Apr 15 01:15:54 2016,Yanagi5566 (奶姬56),"
https://youtu.be/hcGpwfUsBE0

之前就聽好姊妹在講生命樹

但真正接觸是那天興大湖畔音樂祭

還記得第一天晚上傾盆大雨的妮 全身濕嗚嗚 (唉

第一次聽生命樹現場就是這首我們都不完美

才發現這旋律很熟悉啊ˊˇˋ

可能街聲歌單聽過沒意識到這樣xDDDDD

滿滿的正能量!!! 超適合期中考的啊!!!

前幾天看到樂人臉書貼出來

又開始丟到播放清單說~




期中加油啊 今天考完一科認真覺得不對勁了QmQ

--
http://i.imgur.com/QjttQl5.jpg

Today Is A Beautiful Day


--
","['holishing', 'jcto04', 'holishing']","[': 幫QQ 推分享', ': 有去有推', ': 最近又翻到，覺得好聽QQ                        2017/']"
35,[自介] jcto04,Fri Apr 15 17:31:36 2016,jcto04 (泡泡糖),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：jcto04


2. 暱稱：泡泡糖


3. 星座：金牛


4. 喜歡的樂手或樂團：

Led Zeppelin/Guns N'Roses/Dream Theater/Metallica/X-Japan/閃靈/Tizzy Bac

先知瑪莉/血肉/滅火器/阿飛西雅/Hello Nico/粉紅噪音/以下族繁不及備載......


5. 喜歡的歌曲：
https://youtu.be/mBCNLzhHYYo

https://youtu.be/6tlSx0jkuLM

https://youtu.be/Srkt_EB9FdY

https://youtu.be/74S8KFK57zE

https://youtu.be/Pgo6y2juWZk?list=PL4C86293F446FF9DC

以下族繁不及備載......

6. 何時接觸非主流：

國中時的啟蒙團是槍花和Bon Jovi(只是現在沒那麼愛了QQ)，後來覺得不夠重就進入金屬的

世界惹，直到高中時認識閃靈和滅火器就不小心入坑惹~(￣▽￣)~後來越聽越多就喜歡上了

不少台灣獨立樂團。

7. 想說的話：
　　
　　周邊朋友喜歡獨立音樂的不算少但金屬頭同好卻少了點，覺得小小遺憾，就請大家多多

指教啦～～很高興認識大家～

　　是說為啥進板畫面只有惠婷沒有Tizzy Bac？？？叭叭！！抗議司法不公！！！（？）

                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--
",['Yanagi5566'],[': 誰說沒有Tizzy Bac 你在看一次啊嘻嘻']
36,[情報] 我是山東,Fri Apr 15 19:36:58 2016,mibwithray (東別沒有派對),"

記得很小的時候好像國中吧ㄏㄏ

就聽過山東這個人

到高中突然沒什麼消息

最近滑到山東的臉書

才發現她要開live house了



寶島獵奇事件 - 獵奇の女伶篇

山東 & The Fader：音樂從來不會因為一場演出而復活，或應該說，它從未從我們心中死
去。對我來說，音樂從來都是靜候，靜候著我們與它共鳴的那刻，成為我們當下的記憶，
就像那一刻，你對我唱著Can I be your baby? 那是永恆的甜美。
椰子!! coconuts：台灣樂團界黑色幽默一哥一姐，流暢的樂曲，緊湊的樂句，幽默的談
吐，吮指的好滋味。

死未來：後青春期死少年們碰撞出的抑鬱口味，音樂充滿電影感的後搖團。讓少女的夜晚
在狂爆中流逝。





演出日期：2016/4/22 (五)　

入場時間：19:30　　　

演出時間：20:00

場　　地：TADA方舟(台中創意文化園區)

地　　址：台中市南區復興路三段362號

購票方式：KKTIX及全台全家便利商店

票　　價：預售單人$400元 / 現場單人$450元

--
推 mibwithray: 黑鮪魚呢08/05 22:46
推 KEKEKUO: 黑鮪魚呢08/05 22:49
推 Ommmmmm5566: 黑鮪魚呢08/05 23:20

--
","['mibwithray', 'KEKEKUO', 'Ommmmmm5566']","[': 黑鮪魚呢', ': 黑鮪魚呢', ': 黑鮪魚呢']"
37,[分享] 鄭宜農 X 謝震廷 大風吹,Sat Apr 16 19:45:51 2016,mibwithray (東別沒有派對),"
http://youtu.be/kJYXW9eR0-8

哭啊喊啊～



有一種想去不能去的傷痛QQ

--
","['YCYShu', 'lovestayreal', 'a102203028', 'a102203028', 'cloudylove', 'mibwithray', 'Yanagi5566', 'nateiksr5', 'holishing']","[': 聽說要加場到底是不是真的XD害我好期待', ': 真的假的要加場QQQQ', ': 去聽原版的大風吹 沒聽到翻唱版 求加場啊！！！', ': 為啥昨天同時間那麼多想看的 分身乏術啊', ': 應該是真的XD', ': 喔喔喔喔加台中場啦拜託', ': 原唱翻唱都加啦 拜託你啦~~~', ': 台中+1 原版翻唱都聽不到，快哭了～～', ': 好神祕的fu～O.Q']"
38,[自介] Zundel,Sun Apr 17 00:53:05 2016,Zundel (H5O2+),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：Zundel


2. 暱稱：沒特別的欸 叫Z大就好了


3. 星座：天秤


4. 喜歡的樂手或樂團：

國內除了蘇打綠之外

獨立音樂會聽

廖文強、那我懂你意思了、棉花糖(QQ)、先知瑪莉、滅火器

謝和弦應該也算非主流吧XD



國外大部分都聽搖滾樂團

ONE OK ROCK、All Time Low、Simple Plan之類的


會聽一些後搖，甜梅號、Euphoria之類的

不過沒有特別收在歌單裡面



5. 喜歡的歌曲：

廖文強-轉身之後 https://youtu.be/lPdWmxjOSkM 一首離鄉背景的歌曲

那我懂你意思了-遺忘不是我們的專長 https://youtu.be/kWl_qY-tXhY

棉花糖-貳拾貳 https://youtu.be/1LCkJkVx9nM

滅火器-海上的人 https://youtu.be/dN5f0mKRezQ

      -Don't You Fight https://youtu.be/ZNaffziTL9A

All Time Low-Bottle and a Beat https://youtu.be/iOPYrTBoRH8

             Return The Favor https://youtu.be/arGxI-SFBeo

Simple Plan-Summer Paradise https://youtu.be/QBmTGlUmgpg



另外偷渡一首 一個日本唱了某首OP和EP而走紅的小女孩XD

さユり-来世で会おう　https://youtu.be/0HelK7UGEpE

6. 何時接觸非主流：

自從2009認識蘇打綠之後

就開始會關注台灣的獨立音樂

最先接觸的應該是那我懂你意思了

然後就一直透過同學 youtube越疊越深

到KTV都不知道唱什麼歌了

7. 想說的話：

希望大家可以多多分享並推廣獨立音樂

買專輯支持正版！


                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--
",['Yanagi5566'],[': QQ']
39,[自介] bubble0410,Sun Apr 17 04:11:17 2016,bubble0410 (什麼事都叫我分心),"
☆★☆★☆★☆★☆★☆★☆★☆★→非主流音樂版←☆★☆★☆★☆★☆★☆★☆★☆★
╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪╪
1. 唉滴：bubble0410


2. 暱稱：
3. 星座：牡羊


4. 喜歡的樂手或樂團：
猛虎巧克力、鄭宜農、蘇打綠、Hello Nico、皇后皮箱、
熊寶貝、柯泯薰、小福氣、江松霖……


5. 喜歡的歌曲：
挑個十首來貼

最新愛歌，前天聽完宜農翻唱很喜歡
https://youtu.be/BCzpCkuAfzQ

https://youtu.be/4RKclE1MgIU

https://youtu.be/fpgn53HSUr0

https://youtu.be/LfQvaHm53oQ

可惜沒看過他們現場
https://youtu.be/b525JCt5eoE

猛虎喜歡的當然不一首，不過這是我第一首喜歡的
https://youtu.be/3ZyZ8RKChs0

https://youtu.be/Vch4KP4P0U8

https://youtu.be/VVPNMYwsUkc

https://youtu.be/nwGSLJBdPPM

https://youtu.be/nG6WborlovE

6. 何時接觸非主流：
不算2006開始聽的蘇打綠
2012升大學，有辦法跑現場，才正式接觸

7. 想說的話：希望想看的表演不要擠在同一天

                   ■     ■
 ■  ■■■■■■■■ ■
 └─┘ ■■■ ■ ■ ■ ■■■ ■
  ─┼─     ■ ■ ■■■■■ ■ ■ ■ ■ ■
■■■ ■■■ ■■       │─│   ■/  ■■■ ■
■ ■   ■ ■ ■  ■  │  ■■■
■■■ ■■■ ■■ ■ ■ ■■■■ ■
■ ■ ■ ■ ■ ■ ■■■■■■
■■■ ■■ ■ ■ ■ ■ ■
■ ■ ■ ■■■■ ■ ■ ■
■■■■■■ ■ ■ Non-mainstream-music 2016

--
","['a102203028', 'Yanagi5566', 'bubble0410', 'bubble0410', 'YCYShu', 'lovestayreal', 'a102203028', 'bubble0410', 'moon70552']","[': 推最後一句 希望宜農跟震廷加場啊！', ': 最後一句真的是所有歌迷的愛與恨xDD', ': 我本來也是要去看草東（昏', ': 不過我還是希望宜農跟謝震廷加場', ': 農農>///<', ': 推最後一句QQQ', ': 加場了><', ': 我要再看一次~~~', ':  媽鄒搞下台']"
